req,res
가이드가 안내하는대로 가니까 비슷하네,가이드가 센스가 없었네/로맨틱한 곳으로 데리고 갔었어야 했는데 말이지
딸은 결혼하면 신혼여행은 어디로 갈꺼야,나는 코나키나발루나 하와이 같은 섬으로 가고 싶어
그곳은 어떤게 유명해?,코타키나발루는 말레이시아 쪽에 있는 섬인데 바다가 너무 이쁘고 먹고 싶은 망고맛 초콜렛이 있어
코타키나발루가 신혼여행지로 유명하다고 들었어,응 지금 생각만 해도 당장 가고싶은 곳이야
토쿄 올림픽 배구 경기 보셨어요?,네 재밌게 보았어요.
우리나라 배구팀 대단했어요.,예선 통과도 힘든 전력이었는데 .
모두가 김연경 효과였던 것 같아요.,온 국민이 다 알죠.
특히 일본과 경기는 정말 짜릿했어요.,전 눈물까지 나왔어요.
정말 기적 같았어요.,온 국민의 염원이 전달된 거 아닐까요?
우리 선수들 부상투혼 이었다죠?,네 지금도 생각하니 감동적이네요.
나 요새 막국수에 꽂혀가지고 ㅋㅋ 방금도 시켜먹을까 고민했어,또? 최근에 먹었잖아
응 이번주에만 한 두번 먹은듯,어딘지 알거같은데 그렇게 맛있진 않던데
네 입맛이 이상한거 아니야?,하하 ?네 입맛이 이상한걸수도
내 입맛은 문제 없어,하하 뭐… 네가 맛있으면 됐지
여기 진짜 맛집이어서 리뷰도 다 좋거든?,동네에서도 유명해?
엄청,뭐가 그렇게 맛있는데?
일단 막국수 면이 진~짜 대박 쫄깃쫄깃해,비빔?
아니 물막국수 먹어야됨,물막국수는 그냥 육수랑 식초겨자맛이야
식초랑 겨자 안넣어도 맛있는 곳이 진짜 맛집이라고,안넣어먹어?
응 안넣어먹어,다시 한번 먹어봐야겠다
우리 나중에 대학가 근처에 어디 살지?,투룸 잡아서 홈쉐어 할래? 원룸 너무 비좁아ㅠ
난 쉐어하우스도 고민중... 건조기를 놓칠 수 없다,아 그렇지ㅠㅠ 투룸이면 우리가 다 사야 하니까…
그지 그게 좀 불편해ㅠㅠ 학교 주변에 월세 너무 높아 학생들 살려~,진짜ㅠㅠ 근데 쉐하도 월세 만만찮아... 2인실 썼는데 한달에 45만원이었어ㅠㅠ
맞아 그냥 다 비싼 것 같아 근데 나 아는데 아파트 빌려서 자취한다? 대박,진짜?? 근데 학교 근처 아파트 월세 생각하면 그것도 나쁘지 않지... 관리비가 좀 많이 나가긴 하겠지만...
맞네 관리비가 있네 걔는 전세로 한 것 같더라 부모님 부자인가봐,부럽... 아파트 전세는 바라지도 않아ㅠㅠ 빌라 전세라도 얻을 수 있으면 좋겠엉... 근데 보증금 너무 세…
맞아 보증금이 싸면 월세가 비싸고... 서민 살려~!,서민살려~! 진짜 취업하고 20년을 일해도 서울에 내집 마련 못하는거 실화냐…
남자가 나는 배고픔을 즐겨 라면 뭐라고 반응하겠니 너는 ㅋㅋ,나는 배고픈 거 싫어 ㅋㅋ
ㅋㅋ 머리도 웃기고 한것도 안한것도 웃겨. 저남자머리는 ㅋㅋ 서로다른성향이 좋겠나 서로 같은성향이 좋겠냐? 결혼하기에 ㅋㅋ,성향이 비슷하면 좋지
ㅋㅋ 그치 연애는 다른사람이랑하고 결혼은 비슷한사람이랑 하는게 맞는거같애,웅 ㅋㅋ 그래야 좋을듯 ㅋㅋ
같아도 많이 싸울텐데ㅜ ㅋㅋ 결혼은 쉽지않아,맞춰가고 양보하면서  살아야 하지만 그게 안되지...
양궁 좋아해요?,보는 건 좋아해요.
전 올림픽 경기만 좋아해요.,하하 그래요?
양궁 자체는 별로 흥미없는데 메달을 잘 따니 관심이 높을 뿐이에요.,그럴 수 있어요.
저만 그럴까요?,그런 사람들 많을거에요.
대중적인 스포츠는 아니니까요.,맞아요. 경기장도 찾아보기 힘들죠.
마치 국가적인 스포츠 같아요.,태능선수촌에서만 하는.
나 이번에 염색한다.,오 오빠 염색하게?
응 염색하려고 간만에 분위기 바꾸고 싶어서.,무슨 색으로 염색하게?
아마 레드브라운으로 할 것 같아.,오 빨강 계열로 하네?
응 가을이니까 알록달록한걸로.,어디서 해?
집 앞에 미용실에서 하려고,아 잘생걱했어. 얼마정도 든대?
잘은 모르는데 아마 5만원?,머리 상하지 않게 잘해.
"알겠어. 볼륨매직도 했으니, 특별히 더 신경써야지.",다음에 예쁜 모습 보여줘.
이제 슬슬 저녁 먹을 타이밍이네,뭐 먹으려구~
글쎄 오늘은 뭘 먹어야 하나,낮에 뭐 먹었는데?
오늘 낮에는 강된장에 밥 비벼먹었어,한식으로 먹었네!
저번에 제사 지내고 남은 나물이 있어서 비벼먹었징,오오 맛있었겠다
응 진짜 맛있더라,저녁은 그럼 국물어때?
탕국 남은거에 밥 말아먹을까,그것도 괜찮지/아니면 반찬 새로 하나 추가해
만들기는 귀찮은데,시키는건 좀 그렇지 않아?
너무 자주 시켜먹어서 좀... 양심에 찔리네,이번 달에 많이 시켜먹지 않았어?
엄청 하하 ... 그래서 집밥 먹어야할듯,그럼 그냥 집밥먹자
그래야겠다... 계란 후라이나 해야지,좋지~! 역시 된장엔 계란
된장 아니고 탕국이라고~,그거나 그거나~
기숙사 생각보다 살만한 것 같아!,3인실이라 그랬나? 괜찮다니까 다행이다ㅠㅠ
머지않은,헐 그럼 엄청 오래 됐겠다ㅠㅠ
어 완전 후졌어 쥐도 여러번 봤어 약간 판자집도 있어,쥐까지? 관리 너무 안된거 아니야?ㅠㅠ
갑자기 궁금하네,응응 엄마한테 물어봤는데 재건축하면 한채씩 준대/요즘에는 건설사에서 돈 달라그러는데/예전에는 그냥 줬었대!
앜 ㅋㅋ 물어본거야? 아 그래서 다들 재건축재건축 하는구나 신기하다,궁금해가지고... 그게 옛날에는 그냥 주니까 좋았는데 요즘에는 돈을 많이 요구해서 빚생길 수도 있대ㅠ
주변에 상가가 하나도 없어...,오... 그러면 집갈때 너무 무섭겠다ㅠㅠ
차박해보셨어요?,예전에 의도치 않게 차에서 자본적 있어요.
그런 차박 말고 준비된 차박이요.,해보고 싶은데 그런 차가 없네요.
렌트 해서 한번 해 보세요.,그런 방법이 있었네요.
네 여러 종류가 있는 것 같던데요.,이왕이면 편리한 차가 좋은데 얼마나 할려나?
글쎄요. 잘은 모르지만 비싸진 않을 것 같은데요,개조할려면 최소 1-2천만원 들던데
개조하면 그렇겠죠?,렌트할려고 해도 일일 50만원 정도 할걸요.
나 요즘 얼굴에 주름이 늘어가,벌써 노화가 시작되는 거야?
그건 아니고 요즘 찡그려서 그런가?,아 그런가 보다 그럼 표정을 바꿔야 하나
어떻게 하면 주름을 없앨 수 있을까?,한번 피부과에 가보는게 어때?
근데 피부과는 비보험이라 너무 비싸더라,그러면 화장품을 이용해봐/안티에이징 제품을 쓰면 노화방지 되잖아
그게 이미 생긴 주름을 없애주나?,그건 나도 잘 모르겠어/그래서 비싼 돈 주고 피부과 가나보지
배달시킬때 리뷰이벤트 참여해?,응! 나는 매번 참여해!
나도 예전에는 매번 참여했는데...,요즘에는 잘 안해?
응 ㅋㅋ 음료같은건 남더라고,아 하긴 주로 아메리카노 아니면 아이스티 주잖아
맞아 근데 커피도 잘 안마시고...,아이스티도 하루지나면 가루 같은거 다 가라앉자나
밍밍해지고 별로더라고,그렇긴하지
응 그래서 음료시킬때 참여는 요즘 줄이는중,그것도 괜찮긴하다 안먹으면 굳이 뭐...
그치 근데 식사류는 아직까지 참여중 ㅋㅋ,식사류는 거의 먹을 때 바로 먹을 수 있으니까 ㅋㅋ
응 ㅋㅋ 식사류에 있는 리뷰이벤트가 제일 쏠쏠해 ㅋㅋ,맞아 사리나 공기밥 주는 경우도 많자나
응 ㅋㅋ 남아도 보관도 괜찮고 부담이 적어,카페도 이벤트 다른걸로 해주면 더 좋을텐데
맞아 빵종류 해주면 좋을텐데ㅠㅠ,근데 그러면 또 너무 가게에선 손해니까 ㅜㅜ
요즘 유튜브에 단독주택 영상 많이 뜨는데 너무 좋더라ㅠㅠ,단독주택 영상? 어떤 영상 말하는 거야?
새로 짓는 전원 주택들 보여주는 영상!,음 좋겠다  EBS에 그런거 많잖아
직접 가보진 못했는데 보기만 보면 너무 예쁘더라구ㅠㅠ,맞아 그런거보고있으면 힐링돼
맞아 EBS에도 그런거 많아 ㅋㅋ,KBS도 그런거 많이 하더라
엄청 힐링되고 거기서 살고 싶구ㅠㅠ,마당있는 집 좋아보이고 막...
나도... 한 5-60대 되면 그런데서 살고 싶더라ㅠㅠ,맞아... 멍멍이 한마리도 키우고 싶어...
어제 내가 복근운동 하겠다고 했잖아.,안했다에 한표 던집니다.
그래서 죄책감에 지금 싸이클 슬렁슬렁 타고 았어.,물론 놓을 곳이 없지만 나도 집에 싸이클 하나 놓고싶어.
우리 집 거실에 있는데 티비 보면서 하기 괜찮더라.,헬스장 다닐 때도 티비나 영화 채널 틀어놓고 런닝머신 하면 진짜 시간 잘갔었어.
헬스장 간지 너무 오래됐다.,이제 다시 다니는 친구들도 있는데 우리집 근처에는 적당한 헬스장이 없더라./나는 요즘 수영이 재밌어 보여.
헉 나도 수영 배우고 싶어 생존용으로.,얼마전에 집 뒤로 체육센터 생겼어!
우리 집 근처에도 있는데 지금 7개월째 휴관 중이야 수영.,여기도 계속 휴관이라 열면 꼭 다니고 싶어.
요즘 백신 다 맞잖아. 20대에서 죽은 사람이 몇 명 있대.,죽은 사람이 많아?
정확히는 잘 모르겠는데 꽤 있나봐  뉴스에 나오던데?,나라는 보상을 해주려나...
안 해준다고 들었어. 나 곧 있음 2차 백신 맞는데 무섭다.,누나도 조심해. 최대한 하면 안 되는 것들 하지 말고.
그러려고 백신 맞은 후에 운동하지 말라고 하더라.,그냥 일하지 말고 집에서만 쉬고 있어.
그래야지. 넌 백신 맞았어?,나는 얀센 맞았어!
얀센 부작용 심하다고 들었는데 괜찮아?,부작용이라고 할 것까진 아니고 그냥 어느 백신을 맞아도 몸살 기운은 날걸?
너 쌍꺼풀 수술한거야?,응 의사의 힘을 빌렸지/갑자기 그건 왜 물어?
수술은 언제 한건데?,고등학생때 수술했지
어느 성형외과에서 수술했어?,신사역 근처에 있는 병원에서 했어
절개 수술 한거지?,응 그래서 아직 티가 나잖아
붓기 빠지는데는 얼마나 걸렸어?,한 한달정도 걸렸을걸?/왜 자꾸 자세하게 물어보는거야?!
오늘 커피프린스 봄 ㅋㅋ 재밌더라,와 그 언제적 드라마를 보시나요?
공유랑 윤은혜나오는거,와 2007년 드라마 실화냐
근데 다시봐도 재밌더라,몇년전 드라마인가야 그럼...?/헉 14년전이래...;
내이름은 김삼순하고 이거는 재탕 여러번해도 재밌더라,ㅋㅋ 진짜 재탕 잘한다 드라마들
ㅋㅋ 근데 최신거는 한번재탕하면 물려,ㅋㅋ 아 진짜? 더블유 물리긴 하더라
근데 옛날드라마는 특유에 감성이있어서 재밌거든 ㅋㅋ,근데 좀 옛날이라서 뭔가 유치해 옷이랑 그런게
요즘에는 아이스티도 제로로 나온대,무슨 제로?
설탕!,우와 그런데 맛이나?
응 ㅋㅋ 단맛도 나더라고,우와 신기하다 ㅋㅋ
그치 ㅋㅋ,"제로사이다, 제로콜라 이런거만 알고있었어"
응 요즘에 액상과당 문제니까 이렇게 나오더라고,오오...이렇게 나오는건 좋은거 같아
맞아 선택지도 넓어지고 건강에도 좋고,아이스티 그거 무슨 맛 있었어?
내가 본거는 레몬아이스티랑 복숭아티,둘 다 설탕제로로?
응 ㅋㅋ,넌 무슨맛 마셔봤는데?
나는 복숭아!,오 다음에는 레몬도 먹어봐바
응 레몬도 마셔보고 어떤지 말해줄게,레몬도 맛있을거 같아
산책하다보면 예쁘게 꾸민 강아지랑 산책을 많이 하던데 눈길이 가는데 딸은 어때?,강아지한테 돈을 많이쓴것 같아서 얼마 들었을까 생각해봤지
최소 30만원정도 일것 같아,그정도 들었을 가능성이 있지/나는 5만원정도 들었을거라 생각드네
응 예쁘긴 하더라구,그치 애교부리는거 보면 마음이 살살 녹아
강아지 키우는 건 어때?,좋긴한데 경제적인 게 걸리네 하하
오늘은 기타를 좀 쳤어.,되게 오랜만에 치는 거 같은데 얼마만에 친거야?
거의 두달만에 처음 치는 거야.,아놔 언니 요즘 하는게 뭐야.
백수는 원래 아무 것도 안하는 게 미덕이야.,그렇긴 하지만 하루종일 하는 게 있을 거 아냐.
거의 잠자는게 하루에 12시간이야.,그래도 오늘은 기타라도 쳐서 다행이다./기타실력은 좀 늘었어?
실력이 늘은 적이 없거든.,돈 아깝지 않게 연습하라구!
맞아 기타 값만 10만원인데 아깝다 갑자기.,슈퍼밴드7 나갈 떄까지 정진해!
해리포터 스튜디오 있는 곳으로 여행 가고 싶어,유니버셜 스튜디오 있는 나라 가고 싶다는 말이지?
응...! 진짜 너무 가보고 싶어,영국 가면 있을거 같은데 아닌가?
나는 미국만 생각해봤는데 영국에도 있을거 같다 당연히...!,해리포터 소설이 영국거니까 영국에 있는 스튜디오가 더 리얼하지 않을까?
그러네 왜 그렇게는 생각 못해봤지?,만약에 너 갈거면 나도 같이 가면 안돼?
왜 안되겠어 너무 좋지~!,나도 그런데 가보고 싶긴 했었거든 하하
좋다 그러면 코로나 끝나고 같이 가자!,여행 갈 돈 모아야겠다!
디피 언제볼거야 넷플,나 다봤는데?
아 너 디피 다 봤지 ㅋㅋ,응 진작 봤지 언니보다 먼젘 ㅋㅋ
내 친구들이 아직 디피 안봤구나 ㅋㅋ 내가 추천했는데도,맞아 호불호 갈릴만한 드라마이니까 우린재밌었지만
아 맞어 호뷸호 갈릴거같아 폭력적이라,맞아 그런장르 싫어하면 안보잖아
디피에서 구교환 진짜 매력있는 캐릭터야 ㅜㅜ,맞아 나이 많은데 재밌는 캐릭이더라
아...진짜... 시즌2 빨리 나왔으면 광광광광!,시즌2나오려면 한참 있어야할거 같은데
아 오늘따라 배가 아프네,왜?
어제 불닭볶음면 먹고 자서 그런가,언제 먹었는데?
어제 퇴근하고 밤에?,밤에 먹은게 아직까지 아파?
ㅋㅋ 그러게…,너 매운거 잘먹잖아
응 그런데ㅠㅠ,컨디션이 안좋았나봐
요즘 피곤해서 그런가 매운게 소화가 잘 안되나봐,그럴 수 있지 ㅠㅠ
이참에 매운 음식 좀 줄여야겠다,맞아 ㅜㅜ 넌 너무 자극적인 음식 좋아해
근데 그래야 스트레스가 풀린다고 ㅠㅠ,요즘에 너무 맵고 단거 많이 먹었잖아
후 ㅜㅜ그렇긴한데…,정말로 건강 생각해서 줄이자...
알겠어... 그래볼게,1 : 아 오늘따라 배가 아프네
나 올림픽 보고 배구선수에 관심이 생긴 것 같아.,김연경 선수 말하는 거야?
김연경 선수도 그렇고 김희진 선수도 정말 매력있더라.,김희진 선수 정말 멋있지.
올림픽 내내 부상으로 고생하면서도 최선을 다한 점이 정말 존경스러워.,그런 선수들의 노력이 여자 배구 4강이라는 기록을 세운 것 같아.
나는 뭐 보태준 것도 없는데 눈물이 나더라.,나도 경기 보면서 울었어.
하여튼 이번 올림픽 정말 감동적이었어.,우리 또래 선수들이 나와서 더 기억에 남았던 것 같아.
나도 내 자리에서 최선을 다해야겠다고 다짐했어.,최선을 다 하는 건 언제나 멋있고 대단한 일이지.
외국에 여행가서 일주일 정도 신나게 놀려면 경비를 얼마나 모아야 할까?,글쎄 비행기 값 제외하고?
응 비행기 삯 제외하고!,그럼 한 500-600은 필요하지 않을까?
오육백씩이나 필요할까?,그렇던데 보통 비행기 값 포함해서 1천 정도 쓰더라고
와... 1000만원... 얼마나 모아야 하는 거지...,그러니까... 그래서 보통 안 되면 배낭여행 같은 거 가잖아
배낭여행도 나쁘지는 않은데... 건강 상 무리일 거 같아서,그럼 돈을 열심히 모아야지 뭐. ㅠㅠ
열심히 모아봐야겠다...,한 3년 잡고 모아봐…
